AB10#2-bedrooms#£218,333#3-bedrooms#£475,000#4-bedrooms#£385,000#2-bedrooms#£750 pcm#3-bedrooms#£1,059 pcm#4-bedrooms#£1,815 pcm#5-bedrooms#£1,499 pcm
AB11#3-bedrooms#£212,225#2-bedrooms#£826 pcm#3-bedrooms#£874 pcm#4-bedrooms#£1,686 pcm#5-bedrooms#£1,800 pcm
AB12#2-bedrooms#£157,499#3-bedrooms#£228,959#4-bedrooms#£400,998#5-bedrooms#£501,300#2-bedrooms#£719 pcm#3-bedrooms#£877 pcm#4-bedrooms#£1,208 pcm#5-bedrooms#£2,197 pcm
AB13#4-bedrooms#£299,000#2-bedrooms#£897 pcm#4-bedrooms#£1,982 pcm#5-bedrooms#£1,751 pcm
AB14#2-bedrooms#£140,000#5-bedrooms#£423,000#3-bedrooms#£1,200 pcm#4-bedrooms#£1,322 pcm#5-bedrooms#£2,002 pcm
AB15#2-bedrooms#£200,000#3-bedrooms#£307,747#4-bedrooms#£472,606#5-bedrooms#£526,700#2-bedrooms#£752 pcm#3-bedrooms#£1,340 pcm#4-bedrooms#£1,603 pcm#5-bedrooms#£1,844 pcm
AB16#2-bedrooms#£120,333#3-bedrooms#£140,375#3-bedrooms#£834 pcm
AB21#2-bedrooms#£176,798#3-bedrooms#£222,812#4-bedrooms#£323,804#5-bedrooms#£440,625#2-bedrooms#£711 pcm#3-bedrooms#£989 pcm#4-bedrooms#£1,057 pcm#5-bedrooms#£1,391 pcm
AB22#2-bedrooms#£155,989#3-bedrooms#£263,000#4-bedrooms#£362,000#5-bedrooms#£475,000#2-bedrooms#£839 pcm#3-bedrooms#£849 pcm#4-bedrooms#£1,350 pcm#5-bedrooms#£1,300 pcm
AB23#2-bedrooms#£150,000#4-bedrooms#£387,500#5-bedrooms#£325,000#2-bedrooms#£676 pcm#3-bedrooms#£875 pcm#4-bedrooms#£1,400 pcm
AB24#2-bedrooms#£120,000#3-bedrooms#£234,998#4-bedrooms#£262,500#2-bedrooms#£708 pcm#3-bedrooms#£1,145 pcm#4-bedrooms#£1,430 pcm#5-bedrooms#£2,124 pcm
AB25#2-bedrooms#£175,000#3-bedrooms#£330,000#2-bedrooms#£758 pcm#3-bedrooms#£1,160 pcm
AB30#2-bedrooms#£142,667#3-bedrooms#£218,750#4-bedrooms#£301,544#5-bedrooms#£325,398#3-bedrooms#£724 pcm
AB31#4-bedrooms#£465,531#5-bedrooms#£554,582#2-bedrooms#£726 pcm#3-bedrooms#£802 pcm#4-bedrooms#£1,148 pcm
AB32#3-bedrooms#£271,667#4-bedrooms#£314,750#5-bedrooms#£357,500#2-bedrooms#£750 pcm#3-bedrooms#£925 pcm#4-bedrooms#£1,550 pcm#5-bedrooms#£1,599 pcm
AB33#2-bedrooms#£194,995#3-bedrooms#£201,240#4-bedrooms#£361,356#5-bedrooms#£433,333#2-bedrooms#£633 pcm#3-bedrooms#£763 pcm#4-bedrooms#£1,248 pcm#5-bedrooms#£1,300 pcm
AB34#2-bedrooms#£235,000#4-bedrooms#£270,000#5-bedrooms#£502,500#3-bedrooms#£750 pcm
AB37#2-bedrooms#£150,000#2-bedrooms#£100,000#3-bedrooms#£198,750#4-bedrooms#£173,750#2-bedrooms#£550 pcm
AB38#2-bedrooms#£100,000#3-bedrooms#£204,667#4-bedrooms#£259,214#5-bedrooms#£277,500#2-bedrooms#£498 pcm#3-bedrooms#£1,335 pcm
AB39#2-bedrooms#£193,500#3-bedrooms#£265,099#4-bedrooms#£260,817#5-bedrooms#£410,000#2-bedrooms#£724 pcm#4-bedrooms#£899 pcm#5-bedrooms#£1,374 pcm
AB41#2-bedrooms#£150,000#3-bedrooms#£215,300#4-bedrooms#£317,000#5-bedrooms#£385,000#2-bedrooms#£678 pcm#3-bedrooms#£738 pcm#4-bedrooms#£1,207 pcm#5-bedrooms#£1,200 pcm
AB42#2-bedrooms#£146,056#3-bedrooms#£161,333#4-bedrooms#£251,750#5-bedrooms#£117,500#2-bedrooms#£664 pcm#3-bedrooms#£594 pcm#4-bedrooms#£761 pcm
AB45#2-bedrooms#£116,000#3-bedrooms#£109,500#4-bedrooms#£276,250#5-bedrooms#£225,000#3-bedrooms#£128,124#4-bedrooms#£152,000#2-bedrooms#£80,250#3-bedrooms#£165,781#4-bedrooms#£262,821#5-bedrooms#£276,999#3-bedrooms#£650 pcm
AB51#2-bedrooms#£147,938#3-bedrooms#£206,451#4-bedrooms#£305,109#5-bedrooms#£456,875#2-bedrooms#£723 pcm#3-bedrooms#£850 pcm#4-bedrooms#£1,009 pcm#5-bedrooms#£1,174 pcm
AB52#2-bedrooms#£147,500#3-bedrooms#£312,500#4-bedrooms#£341,333#5-bedrooms#£372,500#4-bedrooms#£834 pcm
AB53#2-bedrooms#£122,500#3-bedrooms#£224,986#4-bedrooms#£235,375#5-bedrooms#£378,000#4-bedrooms#£802 pcm
AB54#2-bedrooms#£122,332#3-bedrooms#£233,332#4-bedrooms#£252,000#5-bedrooms#£328,000#2-bedrooms#£524 pcm
AB55#2-bedrooms#£114,429#3-bedrooms#£143,229#4-bedrooms#£257,616#5-bedrooms#£313,750#3-bedrooms#£940 pcm
AB56#2-bedrooms#£136,875#3-bedrooms#£132,562#4-bedrooms#£207,789#5-bedrooms#£285,000#5-bedrooms#£498 pcm
AL1#2-bedrooms#£498,998#3-bedrooms#£640,384#4-bedrooms#£950,261#5-bedrooms#£1,329,000#2-bedrooms#£1,377 pcm#3-bedrooms#£1,505 pcm#4-bedrooms#£2,417 pcm#5-bedrooms#£2,700 pcm
AL10#2-bedrooms#£303,330#3-bedrooms#£391,962#4-bedrooms#£586,150#5-bedrooms#£447,222#2-bedrooms#£1,237 pcm#3-bedrooms#£1,304 pcm#4-bedrooms#£1,856 pcm#5-bedrooms#£2,048 pcm
AL2#2-bedrooms#£467,259#3-bedrooms#£543,795#4-bedrooms#£739,450#5-bedrooms#£847,778#2-bedrooms#£1,398 pcm#3-bedrooms#£1,457 pcm
